DATE,T10Y3M
1985-05-03,3.2780000000000000
1985-05-10,3.1460000000000000
1985-05-17,3.1380000000000000
1985-05-24,3.1020000000000000
1985-05-31,2.9575000000000000
1985-06-07,2.7700000000000000
1985-06-14,2.8580000000000000
1985-06-21,3.0500000000000000
1985-06-28,3.2260000000000000
1985-07-05,3.0150000000000000
1985-07-12,2.9060000000000000
1985-07-19,2.9200000000000000
1985-07-26,3.0480000000000000
1985-08-02,3.0920000000000000
1985-08-09,3.0800000000000000
1985-08-16,3.0100000000000000
1985-08-23,2.8540000000000000
1985-08-30,2.8660000000000000
1985-09-06,2.9200000000000000
1985-09-13,3.0040000000000000
1985-09-20,3.0480000000000000
1985-09-27,3.1950000000000000
1985-10-04,3.0720000000000000
1985-10-11,2.9640000000000000
1985-10-18,2.7825000000000000
1985-10-25,2.7020000000000000
1985-11-01,2.6300000000000000
1985-11-08,2.4280000000000000
1985-11-15,2.2875000000000000
1985-11-22,2.2100000000000000
1985-11-29,2.2300000000000000
1985-12-06,2.1720000000000000
1985-12-13,1.9780000000000000
1985-12-20,1.8020000000000000
1985-12-27,1.7975000000000000
1986-01-03,1.7575000000000000
1986-01-10,1.8000000000000000
1986-01-17,1.9500000000000000
1986-01-24,2.0250000000000000
1986-01-31,1.8820000000000000
1986-02-07,1.7320000000000000
1986-02-14,1.5380000000000000
1986-02-21,1.3500000000000000
1986-02-28,1.02200000000000000000
1986-03-07,1.00200000000000000000
1986-03-14,0.93200000000000000000
1986-03-21,1.11000000000000000000
1986-03-28,1.05250000000000000000
1986-04-04,0.88800000000000000000
1986-04-11,1.05400000000000000000
1986-04-18,1.09000000000000000000
1986-04-25,1.14000000000000000000
1986-05-02,1.14800000000000000000
1986-05-09,1.2160000000000000
1986-05-16,1.4260000000000000
1986-05-23,1.5060000000000000
1986-05-30,1.4475000000000000
1986-06-06,1.6100000000000000
1986-06-13,1.5060000000000000
1986-06-20,1.3400000000000000
1986-06-27,1.19200000000000000000
1986-07-04,1.21000000000000000000
1986-07-11,1.3060000000000000
1986-07-18,1.2660000000000000
1986-07-25,1.3180000000000000
1986-08-01,1.4020000000000000
1986-08-08,1.5120000000000000
1986-08-15,1.4260000000000000
1986-08-22,1.4020000000000000
1986-08-29,1.5980000000000000
1986-09-05,1.8225000000000000
1986-09-12,2.1180000000000000
1986-09-19,2.2380000000000000
1986-09-26,2.1380000000000000
1986-10-03,2.1040000000000000
1986-10-10,2.1180000000000000
1986-10-17,2.1850000000000000
1986-10-24,2.0820000000000000
1986-10-31,2.0500000000000000
1986-11-07,1.9040000000000000
1986-11-14,1.7800000000000000
1986-11-21,1.6920000000000000
1986-11-28,1.6025000000000000
1986-12-05,1.5240000000000000
1986-12-12,1.4520000000000000
1986-12-19,1.3960000000000000
1986-12-26,1.3700000000000000
1987-01-02,1.4000000000000000
1987-01-09,1.4380000000000000
1987-01-16,1.5720000000000000
1987-01-23,1.5300000000000000
1987-01-30,1.4960000000000000
1987-02-06,1.4440000000000000
1987-02-13,1.3900000000000000
1987-02-20,1.5700000000000000
1987-02-27,1.6080000000000000
1987-03-06,1.4760000000000000
1987-03-13,1.3840000000000000
1987-03-20,1.4880000000000000
1987-03-27,1.4940000000000000
1987-04-03,1.8240000000000000
1987-04-10,1.9120000000000000
1987-04-17,2.1400000000000000
1987-04-24,2.5780000000000000
1987-05-01,2.4480000000000000
1987-05-08,2.7000000000000000
1987-05-15,2.7320000000000000
